timestamp,Heading (Yaw),Pitch,Roll
1675451030,182.500000,-2.270000,0.920000
1675451030,182.490000,-2.220000,0.880000
1675451030,182.480000,-2.110000,0.860000
1675451030,182.470000,-1.980000,0.850000
1675451030,182.470000,-1.860000,0.830000
1675451030,182.460000,-1.750000,0.830000
1675451030,182.450000,-1.740000,0.860000
1675451030,182.440000,-1.660000,0.880000
1675451030,182.430000,-1.620000,0.890000
1675451030,182.410000,-1.610000,0.900000
1675451030,182.400000,-1.590000,0.900000
1675451030,182.390000,-1.530000,0.870000
1675451030,182.370000,-1.490000,0.850000
1675451030,182.360000,-1.460000,0.830000
1675451030,182.350000,-1.430000,0.820000
1675451030,182.330000,-1.420000,0.810000
1675451030,182.320000,-1.440000,0.800000
1675451030,182.310000,-1.430000,0.800000
1675451030,182.310000,-1.440000,0.800000
1675451030,182.300000,-1.440000,0.800000
1675451030,182.290000,-1.450000,0.790000
1675451030,182.280000,-1.380000,0.790000
1675451030,182.260000,-1.330000,0.790000
1675451030,182.270000,-1.280000,0.810000
1675451030,182.280000,-1.240000,0.820000
1675451030,182.290000,-1.210000,0.840000
1675451030,182.290000,-1.250000,0.880000
1675451030,182.280000,-1.260000,0.910000
1675451030,182.270000,-1.260000,0.930000
1675451030,182.270000,-1.260000,0.950000
1675451030,182.270000,-1.260000,0.970000
1675451030,182.260000,-1.300000,0.930000
1675451030,182.260000,-1.320000,0.910000
1675451030,182.260000,-1.330000,0.890000
1675451030,182.250000,-1.340000,0.870000
1675451030,182.250000,-1.350000,0.860000
1675451030,182.240000,-1.360000,0.850000
1675451030,182.240000,-1.380000,0.850000
1675451030,182.240000,-1.390000,0.840000
1675451030,182.250000,-1.390000,0.850000
1675451030,182.260000,-1.390000,0.850000
1675451030,182.270000,-1.370000,0.860000
1675451030,182.280000,-1.360000,0.870000
1675451030,182.290000,-1.350000,0.880000
1675451030,182.300000,-1.340000,0.890000
1675451030,182.290000,-1.340000,0.880000
1675451030,182.280000,-1.350000,0.880000
1675451030,182.270000,-1.360000,0.880000
1675451030,182.260000,-1.360000,0.870000
1675451030,182.250000,-1.360000,0.870000
1675451030,182.240000,-1.370000,0.860000
1675451030,182.230000,-1.370000,0.850000
1675451030,182.220000,-1.370000,0.840000
1675451030,182.210000,-1.370000,0.830000
1675451030,182.190000,-1.380000,0.820000
1675451030,182.190000,-1.370000,0.820000
1675451030,182.190000,-1.360000,0.800000
1675451030,182.190000,-1.350000,0.780000
1675451030,182.180000,-1.360000,0.770000
1675451030,182.180000,-1.360000,0.750000
1675451030,182.170000,-1.360000,0.740000
1675451030,182.160000,-1.360000,0.750000
1675451030,182.150000,-1.360000,0.750000
1675451030,182.130000,-1.360000,0.750000
1675451030,182.120000,-1.360000,0.750000
1675451030,182.110000,-1.360000,0.760000
1675451030,182.100000,-1.370000,0.770000
1675451030,182.090000,-1.370000,0.780000
1675451030,182.080000,-1.380000,0.780000
1675451030,182.080000,-1.380000,0.790000
1675451030,182.080000,-1.390000,0.800000
1675451030,182.080000,-1.380000,0.780000
1675451030,182.080000,-1.380000,0.770000
1675451030,182.080000,-1.380000,0.760000
1675451030,182.080000,-1.380000,0.750000
1675451030,182.080000,-1.380000,0.740000
1675451030,182.080000,-1.390000,0.740000
1675451030,182.070000,-1.380000,0.740000
1675451030,182.060000,-1.380000,0.730000
1675451030,182.050000,-1.390000,0.730000
1675451030,182.040000,-1.390000,0.720000
1675451030,182.030000,-1.390000,0.750000
1675451030,182.000000,-1.380000,0.760000
1675451030,181.970000,-1.390000,0.760000
1675451030,181.940000,-1.390000,0.770000
1675451030,181.940000,-1.380000,0.780000
