timestamp,Heading (Yaw),Pitch,Roll
1675450575,180.000000,0.020000,0.000000
1675450575,180.000000,0.050000,0.000000
1675450575,180.000000,0.070000,0.000000
1675450575,179.990000,0.090000,0.010000
1675450575,179.990000,0.110000,0.010000
1675450575,179.990000,0.130000,0.010000
1675450575,179.990000,0.160000,0.010000
1675450575,179.990000,0.180000,0.010000
1675450575,179.990000,0.200000,0.010000
1675450575,179.990000,0.220000,0.020000
1675450575,179.990000,0.250000,0.020000
1675450575,179.990000,0.270000,0.020000
1675450575,179.990000,0.290000,0.020000
1675450575,179.990000,0.310000,0.020000
1675450575,179.990000,0.340000,0.030000
1675450575,179.980000,0.360000,0.030000
1675450575,179.980000,0.380000,0.030000
1675450575,179.980000,0.400000,0.030000
1675450575,179.980000,0.430000,0.040000
1675450575,179.980000,0.450000,0.040000
1675450575,179.980000,0.470000,0.040000
1675450575,179.980000,0.500000,0.040000
1675450575,179.980000,0.520000,0.040000
1675450575,179.980000,0.540000,0.040000
1675450575,179.980000,0.560000,0.040000
1675450575,179.980000,0.580000,0.040000
1675450575,179.980000,0.610000,0.040000
1675450575,179.980000,0.630000,0.050000
1675450575,179.980000,0.650000,0.050000
1675450575,179.970000,0.670000,0.050000
1675450575,179.970000,0.700000,0.050000
1675450575,179.970000,0.720000,0.050000
1675450575,179.970000,0.740000,0.050000
1675450575,179.970000,0.760000,0.050000
1675450575,179.970000,0.780000,0.060000
1675450575,179.970000,0.810000,0.060000
1675450575,179.970000,0.830000,0.060000
1675450575,179.970000,0.850000,0.060000
1675450575,179.970000,0.870000,0.060000
1675450575,179.970000,0.890000,0.060000
1675450575,179.970000,0.920000,0.060000
1675450575,179.960000,0.940000,0.070000
1675450575,179.960000,0.960000,0.070000
1675450575,179.960000,0.980000,0.070000
1675450575,179.960000,1.010000,0.070000
1675450575,179.960000,1.030000,0.070000
1675450575,179.960000,1.050000,0.070000
1675450575,179.960000,1.070000,0.070000
1675450575,179.960000,1.090000,0.070000
1675450575,179.960000,1.120000,0.080000
1675450575,179.960000,1.140000,0.080000
1675450575,179.960000,1.160000,0.080000
1675450575,179.960000,1.180000,0.080000
1675450575,179.960000,1.200000,0.080000
1675450575,179.960000,1.230000,0.090000
1675450575,179.960000,1.250000,0.090000
1675450575,179.950000,1.270000,0.090000
1675450575,179.950000,1.290000,0.100000
1675450575,179.950000,1.320000,0.100000
1675450575,179.950000,1.340000,0.100000
1675450575,179.950000,1.360000,0.100000
1675450575,179.950000,1.380000,0.100000
1675450575,179.950000,1.400000,0.100000
1675450575,179.950000,1.430000,0.100000
1675450575,179.950000,1.450000,0.110000
1675450575,179.950000,1.470000,0.110000
1675450575,179.950000,1.490000,0.110000
1675450575,179.950000,1.510000,0.110000
1675450576,179.950000,1.540000,0.110000
1675450576,179.950000,1.560000,0.110000
1675450576,179.940000,1.580000,0.110000
1675450576,179.940000,1.600000,0.110000
1675450576,179.940000,1.630000,0.120000
1675450576,179.940000,1.650000,0.120000
1675450576,179.940000,1.670000,0.120000
1675450576,179.940000,1.690000,0.120000
1675450576,179.940000,1.710000,0.120000
1675450576,179.940000,1.740000,0.120000
1675450576,179.940000,1.760000,0.120000
1675450576,179.940000,1.780000,0.120000
1675450576,179.940000,1.800000,0.120000
1675450576,179.940000,1.830000,0.120000
1675450576,179.940000,1.850000,0.120000
1675450576,179.940000,1.870000,0.120000
1675450576,179.940000,1.890000,0.130000
1675450576,179.930000,1.920000,0.130000
1675450576,179.930000,1.940000,0.130000
1675450576,179.930000,1.960000,0.130000
1675450576,179.930000,1.980000,0.130000
1675450576,179.930000,2.000000,0.130000
1675450576,179.930000,2.020000,0.130000
1675450576,179.930000,2.040000,0.140000
1675450576,179.930000,2.070000,0.140000
1675450576,179.930000,2.090000,0.140000
1675450576,179.920000,2.110000,0.140000
1675450576,179.920000,2.130000,0.140000
1675450576,179.920000,2.150000,0.140000
1675450576,179.920000,2.180000,0.150000
1675450576,179.920000,2.200000,0.150000
1675450576,179.920000,2.220000,0.150000
1675450576,179.920000,2.240000,0.150000
1675450576,179.920000,2.260000,0.150000
1675450576,179.920000,2.290000,0.150000
1675450576,179.920000,2.310000,0.160000
1675450576,179.920000,2.330000,0.160000
1675450576,179.910000,2.350000,0.160000
1675450576,179.910000,2.370000,0.160000
1675450576,179.910000,2.400000,0.160000
1675450576,179.910000,2.420000,0.170000
1675450576,179.910000,2.440000,0.170000
1675450576,179.910000,2.460000,0.170000
1675450576,179.910000,2.480000,0.180000
1675450576,179.910000,2.500000,0.180000
1675450576,179.910000,2.530000,0.180000
1675450576,179.910000,2.550000,0.180000
1675450576,179.910000,2.570000,0.180000
1675450576,179.910000,2.590000,0.180000
1675450576,179.900000,2.610000,0.190000
1675450576,179.900000,2.640000,0.190000
